"ScanNumber, ScanNames, ScanPointNumber, Rates per bx, RateErr per bx"
Scan_1
1,X1,1
"{'2734': 1.9034427396036335e-05, '281': 1.8833606372936628e-05, '872': 1.9096281539532357e-05, '1783': 1.906691727526777e-05, '2774': 1.9228157134421055e-05, '2654': 1.880492554846569e-05, '81': 1.9113410598947666e-05, '1903': 1.9287504392195844e-05, '1983': 1.921898510772735e-05, '1943': 1.8247397974846535e-05, 'sum': 1.8975321245306988e-05, '952': 1.8941353300760965e-05, '1072': 1.951065596585977e-05, '41': 1.8975321245306988e-05, '1': 1.8834913498722015e-05, '1112': 1.9033831586057202e-05, '1032': 1.9096371306659422e-05, '912': 1.897113452287158e-05, '201': 1.9307407274027356e-05, '2814': 1.9547056490409885e-05, '992': 1.9370538711882546e-05, '2934': 1.836092851590365e-05, '2854': 2.0387507993291366e-05, '1152': 1.857488623500103e-05, '121': 1.9248453736508963e-05, '1863': 1.9576577142288442e-05, '241': 1.9000470001628855e-05, '161': 1.9006054981218767e-05, '2694': 1.9231117721574265e-05, '2894': 1.9377198168513132e-05, '1823': 1.9359001817065292e-05, '2023': 1.9764393755394849e-05, '2063': 1.9454456378298346e-05}"
"{'2734': 1.7663882212794249e-05, '281': 1.6966178889818726e-05, '872': 2.6547890484509513e-05, '1783': 2.0843083843121187e-05, '2774': 2.4260364025533246e-05, '2654': 2.075983715981105e-05, '81': 2.3106320080229203e-05, '1903': 1.914695141112874e-05, '1983': 1.8732000880995888e-05, '1943': 2.3830030998215392e-05, 'sum': 0.00015011293589234148, '952': 2.5195668590211249e-05, '1072': 3.2150153520653698e-05, '41': 2.6195551436688862e-05, '1': 1.725209280888969e-05, '1112': 2.6954955250016149e-05, '1032': 2.2518614181791824e-05, '912': 2.3615554774125331e-05, '201': 2.7194534820619904e-05, '2814': 1.4720722943552004e-05, '992': 1.917248719872731e-05, '2934': 1.761655205919183e-05, '2854': 2.3552933431376089e-05, '1152': 2.66695085480191e-05, '121': 2.0096214818863953e-05, '1863': 1.7559365483120218e-05, '241': 2.5367693645960795e-05, '161': 2.321834973482953e-05, '2694': 2.7307720140622297e-05, '2894': 2.2767288340684697e-05, '1823': 2.5142687616145657e-05, '2023': 2.0528229465527634e-05, '2063': 2.0726519505017964e-05}"
1,X1,14
"{'2734': 0.0060163463073733608, '281': 0.006064266971263446, '872': 0.0056376881211211809, '1783': 0.0056146375932975816, '2774': 0.0061235388397778336, '2654': 0.0058207132510448758, '81': 0.00627797182747408, '1903': 0.0060602059881938132, '1983': 0.0063051107388577962, '1943': 0.0058542122133076191, 'sum': 0.19312302689803273, '952': 0.0064137225333405169, '1072': 0.0062071826357982659, '41': 0.0060026774575051506, '1': 0.0047826077789068222, '1112': 0.0062254977069402997, '1032': 0.0052767307742645868, '912': 0.0063583349416914741, '201': 0.0061639934337060706, '2814': 0.0059602779924477402, '992': 0.0059420083600439525, '2934': 0.0060662497815332913, '2854': 0.0062841210563323998, '1152': 0.0062164806907898497, '121': 0.0058525984028452325, '1863': 0.006548639705502673, '241': 0.0063040260176517463, '161': 0.0054040453151652686, '2694': 0.0064856138472494324, '2894': 0.0061564000911618535, '1823': 0.0060961505300120306, '2023': 0.0066063182771598037, '2063': 0.0059946590397310885}"
"{'2734': 2.1207880617668256e-05, '281': 2.1747340482976842e-05, '872': 2.2596646746585376e-05, '1783': 2.7903545926315185e-05, '2774': 2.2656987938859397e-05, '2654': 2.6709746928131766e-05, '81': 2.8185653534602881e-05, '1903': 1.808553472830104e-05, '1983': 1.974063449078769e-05, '1943': 1.609940519213859e-05, 'sum': 0.00010584231622641392, '952': 2.2021353722107629e-05, '1072': 2.3189737859008073e-05, '41': 2.5162016412633213e-05, '1': 1.5738516222941893e-05, '1112': 2.2073361755318606e-05, '1032': 1.7068569626414085e-05, '912': 3.2520772207206037e-05, '201': 2.426429384913229e-05, '2814': 1.9773166272722619e-05, '992': 2.3632413068474326e-05, '2934': 2.2089403120811954e-05, '2854': 2.277801640437349e-05, '1152': 2.2110389187426562e-05, '121': 1.914329345784795e-05, '1863': 2.1486032700233699e-05, '241': 2.8087540790703374e-05, '161': 2.1071414741601277e-05, '2694': 3.1920305393314532e-05, '2894': 1.6822972241929e-05, '1823': 1.6543630467829799e-05, '2023': 2.7718504795742612e-05, '2063': 2.5484338291094158e-05}"
1,X1,15
"{'2734': 0.0050108895637094976, '281': 0.0050440944731235506, '872': 0.0046708887675777078, '1783': 0.0046963114989921452, '2774': 0.0051202994305640463, '2654': 0.004887969326227903, '81': 0.0052969721145927906, '1903': 0.005080082337372005, '1983': 0.0052588989725336436, '1943': 0.0048839814262464643, 'sum': 0.16155819371342658, '952': 0.0053830428514629602, '1072': 0.0051946946885436775, '41': 0.0049772954313084487, '1': 0.0040470274863764642, '1112': 0.0051975698908790944, '1032': 0.0044312024023383852, '912': 0.0053601544583216313, '201': 0.0051732345018535852, '2814': 0.0049734696978703139, '992': 0.0049608287401497362, '2934': 0.0050455239834263921, '2854': 0.0052533067762851717, '1152': 0.0052268588915467262, '121': 0.0048716583522036673, '1863': 0.005483780801296234, '241': 0.0053309309761971234, '161': 0.0045032835798338054, '2694': 0.0054145872592926024, '2894': 0.0051760595291852948, '1823': 0.005106534133665264, '2023': 0.005503399902954698, '2063': 0.0049933593953028323}"
"{'2734': 2.3609911008482258e-05, '281': 2.2428347156939591e-05, '872': 1.9559279807913849e-05, '1783': 1.9153396727902684e-05, '2774': 2.0648361517922894e-05, '2654': 1.6489541185554426e-05, '81': 2.4832226491330135e-05, '1903': 2.3580783192010453e-05, '1983': 1.9440662634390928e-05, '1943': 2.1164683872679178e-05, 'sum': 9.7567240838682015e-05, '952': 2.0660991218013947e-05, '1072': 2.226540021280815e-05, '41': 2.4778433537070547e-05, '1': 1.4977805399817252e-05, '1112': 1.8566298818193491e-05, '1032': 1.8005141169937141e-05, '912': 2.244581531136845e-05, '201': 1.8328099810284933e-05, '2814': 1.5804588558878764e-05, '992': 1.9570476493330599e-05, '2934': 2.4862636109465005e-05, '2854': 2.562748793349295e-05, '1152': 2.6659444561032494e-05, '121': 2.0449921676622227e-05, '1863': 2.5488515759946196e-05, '241': 2.1953919778970284e-05, '161': 1.8999809741878881e-05, '2694': 2.2495578814805104e-05, '2894': 1.9701432188922552e-05, '1823': 1.9881430279218049e-05, '2023': 2.1468537750299153e-05, '2063': 1.9212584707658595e-05}"
1,X1,16
"{'2734': 0.0036919199978001417, '281': 0.0037005558260716498, '872': 0.0034436777001246809, '1783': 0.0034200931782834231, '2774': 0.0037035101791843771, '2654': 0.0035714231664314864, '81': 0.0039141955552622672, '1903': 0.0037003228790126741, '1983': 0.0038671879097819327, '1943': 0.0035868467879481615, 'sum': 0.118684895709157, '952': 0.003978560143150389, '1072': 0.0038082584273070098, '41': 0.0036869860487058759, '1': 0.0030189621495082973, '1112': 0.003842414729297161, '1032': 0.0032336524804122747, '912': 0.0039409577264450492, '201': 0.003807619900908321, '2814': 0.0036490565980784595, '992': 0.0036332263262011111, '2934': 0.003683986747637391, '2854': 0.0038965744199231265, '1152': 0.0037908518337644637, '121': 0.0035953985061496496, '1863': 0.0040270827012136579, '241': 0.0039227672270499168, '161': 0.0033145135501399638, '2694': 0.0039925552438944576, '2894': 0.0037908160593360662, '1823': 0.0037513416842557489, '2023': 0.0040558035485446457, '2063': 0.0036637762445025147}"
"{'2734': 1.4638607591708933e-05, '281': 2.000576268255505e-05, '872': 1.9107124012208402e-05, '1783': 1.4600009532049206e-05, '2774': 1.4818500355601686e-05, '2654': 1.7129292820626692e-05, '81': 2.0438542386381793e-05, '1903': 1.5715654428175965e-05, '1983': 2.1619076090157525e-05, '1943': 1.4350495519652962e-05, 'sum': 9.3229423056940755e-05, '952': 1.3930277883591706e-05, '1072': 1.8272166632911334e-05, '41': 1.8638254844749619e-05, '1': 1.452167104374414e-05, '1112': 1.58910285994975e-05, '1032': 1.7620864948422802e-05, '912': 1.2460719461451064e-05, '201': 1.6756207871971162e-05, '2814': 1.6135633213763552e-05, '992': 1.7575396827423057e-05, '2934': 1.5583639014780641e-05, '2854': 1.978979107243943e-05, '1152': 1.7884659330375629e-05, '121': 1.9151238131762071e-05, '1863': 1.7797693677965108e-05, '241': 1.9776320851651188e-05, '161': 1.6994914590716739e-05, '2694': 1.820030934713047e-05, '2894': 1.4411467586644312e-05, '1823': 1.3784627010285357e-05, '2023': 1.4777078762760438e-05, '2063': 1.7539468651297971e-05}"
1,X1,17
"{'2734': 0.002366072302194018, '281': 0.0023731417512815249, '872': 0.00222336171243928, '1783': 0.0022155148050698793, '2774': 0.0023613449945849808, '2654': 0.0022873912913430679, '81': 0.0025640022083136594, '1903': 0.0023721557992853618, '1983': 0.002517759236262033, '1943': 0.002302717674817694, 'sum': 0.076337040647080065, '952': 0.0025644639237342695, '1072': 0.0024505338361976961, '41': 0.0023756633071522963, '1': 0.0019816445664649733, '1112': 0.0024773964511328622, '1032': 0.0020906214332698206, '912': 0.0025188099029228874, '201': 0.0024459370485457933, '2814': 0.0023259102048254327, '992': 0.002321300709522084, '2934': 0.0023697990752560528, '2854': 0.0024718475699620811, '1152': 0.0024401058540924601, '121': 0.002296019590606815, '1863': 0.0025527328375334803, '241': 0.0025455268761633257, '161': 0.0021417680515074416, '2694': 0.0025738653065146585, '2894': 0.0024164620737888312, '1823': 0.0024353590009636001, '2023': 0.0026200181363444579, '2063': 0.0023377955106920318}"
"{'2734': 1.4172191840476692e-05, '281': 1.6327524563232252e-05, '872': 1.5673615415199253e-05, '1783': 1.8402974314046961e-05, '2774': 1.0206932595966638e-05, '2654': 1.6754802219779025e-05, '81': 1.5243750230162807e-05, '1903': 1.3280027542441062e-05, '1983': 1.6166087374234703e-05, '1943': 1.3325127753048766e-05, 'sum': 7.9104468595213217e-05, '952': 1.5891940964214621e-05, '1072': 1.5245767909879855e-05, '41': 1.6458063991051709e-05, '1': 9.5748649949650952e-06, '1112': 2.0161251705031522e-05, '1032': 1.0321224444527927e-05, '912': 1.4736153015262171e-05, '201': 1.1663945651916263e-05, '2814': 1.4381362751744894e-05, '992': 1.1750407697899974e-05, '2934': 1.3970573281050234e-05, '2854': 1.1926929185303382e-05, '1152': 1.3870322735257955e-05, '121': 1.449736117815287e-05, '1863': 1.8112800774208365e-05, '241': 1.3574536796717156e-05, '161': 1.393305052152113e-05, '2694': 1.1033677068952241e-05, '2894': 1.5403765856012487e-05, '1823': 1.53581692897363e-05, '2023': 1.0989749809638646e-05, '2063': 1.2267604477955019e-05}"
1,X1,18
"{'2734': 0.0013413439155556262, '281': 0.0013376317161601036, '872': 0.001226165285333991, '1783': 0.0012395263125654309, '2774': 0.0013236806786153465, '2654': 0.0012815511727239937, '81': 0.0014481435413472355, '1903': 0.001335319847567007, '1983': 0.0014101590786594898, '1943': 0.0013064093480352312, 'sum': 0.043080283515155318, '952': 0.0014502632082439959, '1072': 0.0013935501803644002, '41': 0.0013435430882964283, '1': 0.0011525770125444979, '1112': 0.0014063870767131448, '1032': 0.0011698529298882932, '912': 0.0014281949610449375, '201': 0.0013833763718139381, '2814': 0.0013196128595154733, '992': 0.0013230831886176021, '2934': 0.0013362191908527165, '2854': 0.0014134562225081027, '1152': 0.0013847710331901907, '121': 0.0013095166126731784, '1863': 0.0014574780419934542, '241': 0.0014151866955216974, '161': 0.001193809206597507, '2694': 0.0014417556638363748, '2894': 0.0013807566312607378, '1823': 0.001365422795061022, '2023': 0.0014656481740530579, '2063': 0.0012958920677192509}"
"{'2734': 9.6336526056375046e-06, '281': 1.3709672843208318e-05, '872': 1.1268601793764297e-05, '1783': 8.6375836432376912e-06, '2774': 9.3683683432676649e-06, '2654': 1.1621688294698241e-05, '81': 1.134861317763466e-05, '1903': 1.0156970723579471e-05, '1983': 8.0566872239417145e-06, '1943': 1.2004989300643099e-05, 'sum': 6.7180542100505412e-05, '952': 1.1083792345166338e-05, '1072': 8.9625736477627788e-06, '41': 7.1754025717689112e-06, '1': 9.1143829029233129e-06, '1112': 1.015584533434263e-05, '1032': 9.2035905323917953e-06, '912': 9.861774269974347e-06, '201': 1.0370154026146027e-05, '2814': 1.0851378887426904e-05, '992': 7.6476830752484349e-06, '2934': 1.2133161044922661e-05, '2854': 1.1395682516161162e-05, '1152': 8.5325587811484719e-06, '121': 1.2362423320748151e-05, '1863': 1.3082163075416893e-05, '241': 1.1060267771762792e-05, '161': 7.3886849732908301e-06, '2694': 1.2008821454368253e-05, '2894': 1.2501957025525276e-05, '1823': 1.0454881908685438e-05, '2023': 1.1120237570179565e-05, '2063': 1.0335778315972299e-05}"
1,X1,19
"{'2734': 0.00067540481196422329, '281': 0.00068091247292039424, '872': 0.00063504813251232634, '1783': 0.00063773665246308635, '2774': 0.00067883348521335343, '2654': 0.00065816339338198304, '81': 0.00074349089501131525, '1903': 0.0006705108313135019, '1983': 0.00070602169235874166, '1943': 0.00066141252356924504, 'sum': 0.021867655707817329, '952': 0.0007303577547549809, '1072': 0.00070312031005558212, '41': 0.00067220780520552863, '1': 0.000609320508757312, '1112': 0.00071572938835934589, '1032': 0.00059036239307667861, '912': 0.00073040722513963521, '201': 0.00070082651157128185, '2814': 0.00067025548043219666, '992': 0.00066423936330370218, '2934': 0.00066372863396904191, '2854': 0.00072814004287417779, '1152': 0.00068275223020464182, '121': 0.00067263884518883735, '1863': 0.00074113713957271298, '241': 0.00073086663369873633, '161': 0.00060350968392173707, '2694': 0.00072883287640778641, '2894': 0.00070090451596402804, '1823': 0.00069649873828319341, '2023': 0.00072717736475169659, '2063': 0.00065710674664985974}"
"{'2734': 8.9018894966034333e-06, '281': 6.6845925220411913e-06, '872': 6.4135742496402917e-06, '1783': 8.090372904679165e-06, '2774': 6.1485465126712675e-06, '2654': 7.6018501622474186e-06, '81': 9.3792032771471574e-06, '1903': 4.9550074286967814e-06, '1983': 9.3998302947777094e-06, '1943': 1.051023180096006e-05, 'sum': 4.9994737460490159e-05, '952': 5.4759709013634821e-06, '1072': 6.6109164307199901e-06, '41': 5.4069621722334767e-06, '1': 4.801584172904818e-06, '1112': 8.587473023510907e-06, '1032': 5.8003098132112544e-06, '912': 7.7398562250763712e-06, '201': 8.5300301076121834e-06, '2814': 9.0367817084128487e-06, '992': 8.3680061293993496e-06, '2934': 8.3097342572288297e-06, '2854': 7.6545500987987762e-06, '1152': 7.8832452919401009e-06, '121': 7.4820153779252131e-06, '1863': 6.9968579192899582e-06, '241': 8.2924374064559747e-06, '161': 6.4064115308059877e-06, '2694': 7.472579656802884e-06, '2894': 7.1940533696469223e-06, '1823': 7.5769490505344576e-06, '2023': 7.8821529673016351e-06, '2063': 9.4690474315397922e-06}"
1,X1,20
"{'2734': 0.00031301626586355269, '281': 0.00032235284015769139, '872': 0.0003020244534127414, '1783': 0.00030744398973183709, '2774': 0.0003348627404193394, '2654': 0.00032145002624019983, '81': 0.00037649970472557469, '1903': 0.00032469146681251003, '1983': 0.00035008583217859267, '1943': 0.00032542324042879046, 'sum': 0.010663425829261542, '952': 0.00035899427020922301, '1072': 0.00034861181193264202, '41': 0.00032626946049276742, '1': 0.00031238692608894782, '1112': 0.00035403111396590246, '1032': 0.00028673538472503426, '912': 0.00035083962138742207, '201': 0.00034020998136838896, '2814': 0.00033364841365255413, '992': 0.00031349985656561332, '2934': 0.00032317529548890888, '2854': 0.0003592339940951206, '1152': 0.00033643884817138316, '121': 0.00031516892922809345, '1863': 0.00035139265528414396, '241': 0.00035300986346555876, '161': 0.00029199702548794449, '2694': 0.0003648383164545521, '2894': 0.00035152152267983185, '1823': 0.00033012885105563326, '2023': 0.00036015227378811688, '2063': 0.00032329080568160862}"
"{'2734': 3.9132855573315358e-06, '281': 4.7894720466371086e-06, '872': 4.2722883425320917e-06, '1783': 5.2476915923164851e-06, '2774': 6.4130323966296966e-06, '2654': 5.594437292155862e-06, '81': 6.5463867118133476e-06, '1903': 4.5995669628962407e-06, '1983': 5.3525073342077803e-06, '1943': 5.4766129592608712e-06, 'sum': 2.7222079012220131e-05, '952': 4.805607209919907e-06, '1072': 4.7535152154702821e-06, '41': 5.7993415738090474e-06, '1': 3.3826788474764656e-06, '1112': 5.6055284361625399e-06, '1032': 4.8142692626000207e-06, '912': 5.0698724520664336e-06, '201': 4.7890419236376328e-06, '2814': 4.3430396387772431e-06, '992': 4.6433819650287297e-06, '2934': 6.4109307758116891e-06, '2854': 5.0792340028862395e-06, '1152': 5.624827135693242e-06, '121': 6.2005887354519038e-06, '1863': 5.2314702245201538e-06, '241': 5.4740195221616485e-06, '161': 4.8494369423139418e-06, '2694': 6.3525134747107463e-06, '2894': 7.0624391582334087e-06, '1823': 4.2929639553375545e-06, '2023': 4.7676828427610332e-06, '2063': 4.2290949432525359e-06}"
1,X1,21
"{'2734': 0.00014811337314313278, '281': 0.00015915827760990296, '872': 0.00013356856207893643, '1783': 0.00014572244698582735, '2774': 0.00015349047559235865, '2654': 0.00014584629510257704, '81': 0.00017363753997617296, '1903': 0.00014548284404251413, '1983': 0.00016053082880615775, '1943': 0.00014874865640498078, 'sum': 0.0049800876941945814, '952': 0.00016893840155615989, '1072': 0.00016687444359478023, '41': 0.00015466746440829916, '1': 0.000151237087266054, '1112': 0.00016992405047252154, '1032': 0.00013414889164980396, '912': 0.00016350149558598382, '201': 0.0001567737829949086, '2814': 0.00015030416478920315, '992': 0.00014616204862250015, '2934': 0.00015116542716795165, '2854': 0.000163836913189799, '1152': 0.00015846123682826551, '121': 0.00015235949225219278, '1863': 0.00017498465927524699, '241': 0.00016368464679948779, '161': 0.00014089054740098718, '2694': 0.00017399610078427941, '2894': 0.00015819083879857013, '1823': 0.00015907773841819208, '2023': 0.00015928043123696826, '2063': 0.00014732869830267091}"
"{'2734': 3.0512949225392999e-06, '281': 2.7695599930381073e-06, '872': 3.105601743453067e-06, '1783': 3.4261045143363133e-06, '2774': 4.0667687947075688e-06, '2654': 3.454221370970987e-06, '81': 3.1163862105252037e-06, '1903': 3.3702188230977164e-06, '1983': 3.4017634622108811e-06, '1943': 2.7279782486278444e-06, 'sum': 2.079621065025502e-05, '952': 3.7326633649231447e-06, '1072': 3.6028832041806149e-06, '41': 3.31135306473918e-06, '1': 3.2662126244862043e-06, '1112': 3.8715034011498309e-06, '1032': 3.971012524394508e-06, '912': 3.4488278939585298e-06, '201': 3.4349823467223762e-06, '2814': 3.9917632545013041e-06, '992': 3.7566058366427681e-06, '2934': 2.864011581989426e-06, '2854': 4.512888646458566e-06, '1152': 3.7902275231270614e-06, '121': 3.5012642174361317e-06, '1863': 3.3882926850868758e-06, '241': 4.1596638760822672e-06, '161': 3.9709363976087475e-06, '2694': 3.3630482382950191e-06, '2894': 3.0785573319190349e-06, '1823': 4.4596345887634199e-06, '2023': 3.7810163546447857e-06, '2063': 2.7477352897391235e-06}"
1,X1,22
"{'2734': 7.3255097959190607e-05, '281': 7.7037278277289478e-05, '872': 6.5725579285450905e-05, '1783': 6.577281930644641e-05, '2774': 7.5605517590052583e-05, '2654': 7.1800830309733834e-05, '81': 8.091070776572451e-05, '1903': 6.9519246954725884e-05, '1983': 7.7165632925850033e-05, '1943': 7.3166603431759758e-05, 'sum': 0.0023852574439453228, '952': 7.7319960837485269e-05, '1072': 7.7716005762340501e-05, '41': 7.1882440222127889e-05, '1': 7.0520918857904947e-05, '1112': 7.9859984647815251e-05, '1032': 6.3832898463477331e-05, '912': 7.8681756955726698e-05, '201': 7.1363932268771649e-05, '2814': 7.4205449934760549e-05, '992': 6.8332428089065833e-05, '2934': 7.4318017834143358e-05, '2854': 7.8417444975847108e-05, '1152': 7.3427079596079971e-05, '121': 7.1651165767218036e-05, '1863': 8.2494865983746775e-05, '241': 8.4261696126001581e-05, '161': 6.9472317547825656e-05, '2694': 8.4615586924233609e-05, '2894': 7.711784062502418e-05, '1823': 7.5680367964585973e-05, '2023': 7.7986266876992194e-05, '2063': 7.2139775078366731e-05}"
"{'2734': 1.3365800700575292e-06, '281': 2.7103516947830953e-06, '872': 2.5241329884866805e-06, '1783': 1.6767705173777118e-06, '2774': 2.012289731584686e-06, '2654': 1.9541034462491256e-06, '81': 1.9471663431885747e-06, '1903': 2.2758792937590468e-06, '1983': 2.475561645445667e-06, '1943': 2.1163766431742798e-06, 'sum': 1.0663359823616926e-05, '952': 2.3334330224527807e-06, '1072': 2.3851896046471133e-06, '41': 2.0852717926093944e-06, '1': 1.5712225639398024e-06, '1112': 3.2811605047436326e-06, '1032': 1.9909966306561515e-06, '912': 2.2265509626063813e-06, '201': 2.278558021749017e-06, '2814': 2.0741655175965782e-06, '992': 1.6619848002784067e-06, '2934': 1.9812503914431394e-06, '2854': 2.6073791838796113e-06, '1152': 1.6949544104221715e-06, '121': 2.5250184302874014e-06, '1863': 2.0266541547900593e-06, '241': 2.3817372007630058e-06, '161': 2.8396053784078363e-06, '2694': 2.3190491982520733e-06, '2894': 1.8954619355517174e-06, '1823': 2.7023819653844207e-06, '2023': 2.493286061928889e-06, '2063': 2.0558468826390727e-06}"
1,X1,23
"{'2734': 3.766182877977068e-05, '281': 3.664938334882858e-05, '872': 3.3679521948215552e-05, '1783': 3.6942219681112053e-05, '2774': 3.7562186445852386e-05, '2654': 3.4275882388187928e-05, '81': 4.2148014992043113e-05, '1903': 3.849957760221081e-05, '1983': 3.9878633764428307e-05, '1943': 3.6203762647346593e-05, 'sum': 0.00091917971925189101, '952': 3.6620797930351857e-05, '1072': 4.0491693999640466e-05, '41': 3.8506851480979963e-05, '1': 3.8065523940964516e-05, '1112': 4.1562566842739691e-05, '1032': 3.1574394597555511e-05, '912': 4.1830125458848975e-05, '201': 3.7032961613260252e-05, '2814': 3.8902411775086964e-05, '992': 3.3962041925406083e-05, '2934': 3.8476995368477043e-05, '2854': 4.0721430109226188e-05, '1152': 3.7610714051489981e-05, '121': 3.7768417054654234e-05, '1863': 4.1674884241296064e-05, '241': 4.0621160657056387e-05, '161': 3.4376866963048956e-05, '2694': 4.1183203263374579e-05, '2894': 3.9441085997774884e-05, '1823': 3.9653024681943604e-05, '2023': 4.1421039419392835e-05, '2063': 3.752310138744568e-05}"
"{'2734': 1.3313545526065162e-06, '281': 1.0568325905374744e-06, '872': 1.0242184044833828e-06, '1783': 1.2554044650839129e-06, '2774': 1.436314453642132e-06, '2654': 1.0786067632541433e-06, '81': 1.2947515990018854e-06, '1903': 1.2042681407869608e-06, '1983': 1.4689244425108271e-06, '1943': 1.1479937042418856e-06, 'sum': 6.6871938886050136e-06, '952': 1.1301727104568003e-06, '1072': 1.1142767346152951e-06, '41': 1.4379984086256573e-06, '1': 1.5036534655364477e-06, '1112': 1.1175519102060134e-06, '1032': 1.2995459994345945e-06, '912': 1.7614374561547751e-06, '201': 1.541844364038526e-06, '2814': 1.5158129316254345e-06, '992': 9.713156031843081e-07, '2934': 1.7546953461013729e-06, '2854': 1.4587224190414913e-06, '1152': 1.2464973362351572e-06, '121': 1.3428220641907004e-06, '1863': 1.3205959258368459e-06, '241': 1.8633508375470076e-06, '161': 1.2366181758097645e-06, '2694': 1.5119725535719757e-06, '2894': 1.4165522896696134e-06, '1823': 1.6864713930758507e-06, '2023': 1.3995915788067606e-06, '2063': 1.8096614790997446e-06}"
1,X1,24
"{'2734': 2.4529781967430608e-05, '281': 2.2028648618288572e-05, '872': 2.1102256414451404e-05, '1783': 2.2541858743352351e-05, '2774': 2.356762324779993e-05, '2654': 2.2926230940356618e-05, '81': 2.512894961910206e-05, '1903': 2.2643405009148411e-05, '1983': 2.4193301578634417e-05, '1943': 2.1630172068398678e-05, 'sum': 9.6562963153701273e-05, '952': 2.4375203611270991e-05, '1072': 2.455455523886485e-05, '41': 2.2750591324438573e-05, '1': 2.3847268766985508e-05, '1112': 2.4316632334375754e-05, '1032': 2.3768119353917429e-05, '912': 2.3805464479664806e-05, '201': 2.3394615163851994e-05, '2814': 2.3462451918021542e-05, '992': 2.4159415625035761e-05, '2934': 2.3974055966391462e-05, '2854': 2.3744536792946747e-05, '1152': 2.3520994272985262e-05, '121': 2.2047384572942973e-05, '1863': 2.4222894990089116e-05, '241': 2.5040241234819403e-05, '161': 2.2235211918086862e-05, '2694': 2.5623484361858573e-05, '2894': 2.4560696328990161e-05, '1823': 2.5361298503412401e-05, '2023': 2.5516625828458928e-05, '2063': 2.3579895605507771e-05}"
"{'2734': 6.3771550471365e-07, '281': 7.3514660588796161e-07, '872': 8.0887424663219274e-07, '1783': 8.4567320185415606e-07, '2774': 6.2633415313316369e-07, '2654': 8.0429835839436588e-07, '81': 9.774807341548308e-07, '1903': 7.3919429933374572e-07, '1983': 7.7348664280951851e-07, '1943': 6.0518394188009902e-07, 'sum': 1.5452721839626712e-06, '952': 1.1047686617749552e-06, '1072': 8.3976974840626807e-07, '41': 7.6469012441046277e-07, '1': 7.5014325317128469e-07, '1112': 6.2778641797237954e-07, '1032': 6.8670021873948218e-07, '912': 8.3978802969813014e-07, '201': 6.9782502349022905e-07, '2814': 8.3320826682782059e-07, '992': 8.0299067574700686e-07, '2934': 7.8199488942320368e-07, '2854': 7.2331728193080835e-07, '1152': 6.5721222105329807e-07, '121': 8.7531305804341197e-07, '1863': 8.1149202599182397e-07, '241': 6.4258863636509583e-07, '161': 8.303887992845541e-07, '2694': 8.879986073137798e-07, '2894': 1.2008004560642864e-06, '1823': 7.34008317757616e-07, '2023': 8.6847997553596319e-07, '2063': 5.1383269574946817e-07}"
1,X1,25
"{'2734': 1.9331791008880828e-05, '281': 1.8655110436252709e-05, '872': 1.8304078366782051e-05, '1783': 1.9508040263884285e-05, '2774': 2.0103574666121093e-05, '2654': 1.9118376449592977e-05, '81': 2.0029047606696719e-05, '1903': 2.0254778878312974e-05, '1983': 2.0204642121251182e-05, '1943': 2.0348922637487321e-05, 'sum': 4.090313909967479e-05, '952': 1.9810288856541247e-05, '1072': 1.9334473204492641e-05, '41': 1.9357669053102943e-05, '1': 1.9410970660254334e-05, '1112': 1.957326773998303e-05, '1032': 1.8008512549721145e-05, '912': 2.1017733496065422e-05, '201': 1.8394676101850467e-05, '2814': 1.8908362395258766e-05, '992': 1.9218495397485402e-05, '2934': 1.9272393968238151e-05, '2854': 1.9444855800094573e-05, '1152': 1.875765313965722e-05, '121': 2.0653368521475624e-05, '1863': 2.1004525670401851e-05, '241': 1.9514662007599038e-05, '161': 1.8824436043168564e-05, '2694': 2.0906596546410583e-05, '2894': 1.9171967323927674e-05, '1823': 1.9316704454372246e-05, '2023': 2.1092850338869828e-05, '2063': 1.958448286275502e-05}"
"{'2734': 5.4063255869526699e-07, '281': 6.3299666691050684e-07, '872': 5.2126704091274965e-07, '1783': 6.6467760331985683e-07, '2774': 7.1721281383303116e-07, '2654': 6.2723170283592021e-07, '81': 7.1068622277226982e-07, '1903': 7.6535560502724504e-07, '1983': 5.1897043268998629e-07, '1943': 6.8413524946469033e-07, 'sum': 8.4854153452532328e-07, '952': 5.6831369047333909e-07, '1072': 5.4024113029714175e-07, '41': 6.8881083229619311e-07, '1': 6.4079233593250038e-07, '1112': 5.9938392809776239e-07, '1032': 4.8538408158851839e-07, '912': 7.6180307587827977e-07, '201': 6.9536698400497624e-07, '2814': 5.3798369819055777e-07, '992': 5.6403529739608971e-07, '2934': 5.108669372183224e-07, '2854': 4.9730311941499318e-07, '1152': 4.6959993153131569e-07, '121': 7.1838958894444957e-07, '1863': 6.7293932012229468e-07, '241': 5.7132525681611843e-07, '161': 5.1452067506433262e-07, '2694': 6.1865055747197153e-07, '2894': 7.410907829575338e-07, '1823': 4.7711172184282903e-07, '2023': 5.7372767878909805e-07, '2063': 6.3778055995992005e-07}"
Scan_2
2,Y1,1
